Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
1,0.1356950178742408,0.980642706155777,0.9795050736649004,17,-0.1998942077159881,-0.1990549713373184
1,0.1512264758348465,0.981349527835846,0.979942961335266,18,0.0971855994313955,-0.0972723737359047
1,0.1360173672437667,0.9815539121627808,0.9802667969967268,19,-0.3085381716489792,-0.2117271572351455
1,0.1335754171013832,0.9816326200962068,0.98031385243306,20,-0.3271160513162613,-0.2330871373414993
1,0.1634595245122909,0.9819216132164,0.9804647152187776,21,-0.2687660843133926,-0.0507973916828632
1,0.1389816999435424,0.9812999665737152,0.9804606183060663,22,-0.2202858716249466,-0.2052583396434784
1,0.1633314713835716,0.9791561961174012,0.9809524888262732,23,-0.1487522877752781,-0.0762487724423408
1,0.1475391089916229,0.9818770289421082,0.9804261560403196,24,-0.2836749121546745,-0.1794649958610534
1,0.1293083429336547,0.9826253950595856,0.9811698661948308,25,-0.3729336351156235,-0.2544108927249908
1,0.1351978927850723,0.9811631143093108,0.9803728961750742,26,-0.2162386812269687,-0.2327240854501724
1,0.1356279328465461,0.9819589257240297,0.9807276406168892,27,-0.1598711729049682,-0.2095646262168884
1,0.1667694225907325,0.9825308322906494,0.9814214648342704,28,-0.1984735918231308,0.0563649721443653
1,0.1574678942561149,0.9813130497932434,0.980740172349888,29,-0.2778732568025589,-0.1237581595778465
2,0.6940105855464935,0.8083342611789703,0.7965957547308498,0,1.2556652188301087,1.2368475198745728
2,0.2669294327497482,0.9409075677394868,0.9406475435634368,1,0.3826330184936523,0.3869892358779907
2,0.2928545176982879,0.95494943857193,0.9556726094393831,2,0.2193422779440879,0.483748197555542
2,0.176860474050045,0.9641595184803008,0.9602630796348252,3,0.0798232391476631,0.0779573172330856
2,0.163454532623291,0.9692519307136536,0.9692051941141342,4,-0.0421378790400922,0.041453443467617
2,0.1805395185947418,0.9728937149047852,0.9705827207645514,5,-0.0182298075407743,0.1055697128176689
2,0.1651364937424659,0.9743770360946656,0.9725059183823336,6,-0.0122539062052965,0.0661325305700302
2,0.1647690907120704,0.9739359021186828,0.971573209661195,7,-0.1335372671484947,0.044080838561058
2,0.1402835845947265,0.9756799042224884,0.974006293821904,8,-0.3054306387901306,-0.0875018239021301
2,0.1428933292627334,0.9753808081150056,0.9740214764984216,9,-0.2117459341883659,-0.0852901265025138
2,0.1693728193640709,0.9756110906600952,0.974119079418894,10,-0.2179378401488065,0.0080591952428221
2,0.154423289000988,0.976238489151001,0.974809708936626,11,-0.201919262111187,-0.0449686795473098
2,0.180309921503067,0.9759824573993684,0.974818687513044,12,-0.157036880031228,0.0933466106653213
2,0.149158664047718,0.976363331079483,0.9750755880395212,13,-0.1363369986414909,-0.0431341715157032
2,0.1567893773317337,0.9774695038795472,0.9758899096895842,14,-0.1208720296621322,-0.0334643349051475
2,0.1472799852490425,0.977060168981552,0.9756665074493924,15,0.0971592716872692,0.0448909550905227
2,0.1411224603652954,0.9771150946617126,0.975919552058024,16,0.0805123180150985,-0.124610349535942
2,0.1604188382625579,0.9757915437221528,0.9765842747346086,17,-0.0880608562380075,0.0299790706485509
2,0.1312603056430816,0.9781631231307985,0.9766866387144756,18,-0.2711934655904769,-0.1510877311229705
2,0.1374242231249809,0.978268176317215,0.9771141636056304,19,-0.3277728229761124,-0.1603094190359115
2,0.1900570467114448,0.9720410406589508,0.9746560159789236,20,-0.210425753891468,0.1845256835222244
2,0.1543481722474098,0.9779545664787292,0.9770763274117682,21,-0.2015880276449024,0.0136094763875007
2,0.1709748581051826,0.9751667380332948,0.97619211725075,22,-0.1821080476045608,0.1333995908498764
2,0.1775220036506652,0.9663378596305848,0.9757311528598808,23,-0.0731439225375652,0.0443026944994926
2,0.1362256035208702,0.979103296995163,0.9775795246906472,24,-0.2162734568119049,-0.0717071369290351
2,0.15525633841753,0.9794071912765504,0.977961501552248,25,-0.2576975136995315,-0.0161100886762142
2,0.1621357724070549,0.9793725907802582,0.978239368632012,26,-0.2595621835440397,-0.020908648148179
2,0.1570337787270546,0.9794989824295044,0.978186349761632,27,-0.162684578448534,-0.0602836608886718
2,0.399399384856224,0.9705762267112732,0.9771063285139348,28,0.9769031286239624,0.9246393442153932
2,0.2140146270394325,0.9768396615982056,0.976619160152174,29,1.1614492416381836,1.3759161233901978
3,0.4009911864995956,0.9651419818401336,0.9691668759305414,0,0.4595942199230194,1.319120168685913
3,0.1902476698160171,0.9784683287143708,0.9807045051098144,1,0.1366108581423759,0.1479365527629852
3,0.1801910102367401,0.9811198711395264,0.9825257033073652,2,0.1607345916330814,0.0776892453432083
3,0.178477793931961,0.9827721118927002,0.9841066296241492,3,0.1129803031682968,0.0585539005696773
3,0.1657753437757492,0.9848126173019408,0.9851821897082662,4,-0.0894023060798645,0.0219449829310178
3,0.1530543714761734,0.9861063361167908,0.9861606288616416,5,-0.0976579759269952,-0.0959774628281593
3,0.2005083933472633,0.9825417101383208,0.9865836342907734,6,0.2067130148410797,0.1830052733421325
3,0.3229243904352188,0.982978880405426,0.9869658521702388,7,0.6831176280975342,0.8574473261833191
3,0.1891883611679077,0.9851624369621276,0.986055555100343,8,-0.1016590751707553,0.1138611286878585
3,0.1844845339655876,0.98516783118248,0.9875094771230803,9,-0.1696243613958358,0.0658633634448051
3,0.1637722849845886,0.9868147969245912,0.986987964234434,10,-0.1747127663344145,-0.0255142133682966
3,0.1611628830432891,0.9849353432655334,0.9880709951593772,11,-0.0963318031281232,-0.0546421930193901
3,0.149103082716465,0.9872717261314392,0.9874041623669167,12,-0.219357462413609,-0.1005728170275688
3,0.1579553559422493,0.9871596097946168,0.9879073596457956,13,-0.1967849671840667,-0.0530929677188396
3,0.1461862698197364,0.9877064824104308,0.988077502020742,14,-0.3610393226146698,-0.1125160455703735
3,0.1379492431879043,0.9878785312175752,0.9882515003135344,15,-0.2003527015447616,-0.1442862898111343
3,0.1323686763644218,0.9884490668773652,0.9883305466293736,16,-0.3574577689170837,-0.2045739442110061
3,0.2264404445886612,0.9870212972164154,0.9880620783493588,17,-0.0600466011092066,0.3367627263069153
3,0.1720823869109153,0.9852153062820436,0.9882563797520272,18,-0.2154320728033781,0.058282796293497
3,0.1791428253054618,0.9874190390110016,0.9884618888309966,19,-0.1160906091332435,0.1568885445594787
3,0.1260346844792366,0.9884995818138124,0.988722463849721,20,-0.1583563476800918,-0.2449081540107727
3,0.1240546628832817,0.9884750843048096,0.9886069677399454,21,-0.2424930602312088,-0.29560187458992
3,0.131715640425682,0.9885205030441284,0.9889108622651686,22,-0.3866983592510223,-0.1964445561170578
3,0.1352698355913162,0.988582283258438,0.9887966306989864,23,-0.1780504927039146,-0.2006394565105438
3,0.125810444355011,0.9885503351688384,0.988775905140565,24,-0.181513175740838,-0.2878760099411011
3,0.1295135915279388,0.988404780626297,0.9885939540172158,25,-0.3168294936418533,-0.2665221095085144
3,0.2134604826569557,0.9881651103496552,0.9885970869504656,26,-0.2017035523429513,0.096349686384201
3,0.1317912265658378,0.9878409504890442,0.9889002584910924,27,0.0938557669520378,-0.2891305685043335
3,0.124120645225048,0.9879221320152284,0.9889838837093738,28,-0.2853391095995903,-0.3291060328483581
3,0.1190699338912963,0.9888128042221068,0.9889952104680456,29,-0.4175880551338196,-0.3196590840816498
4,0.2526725381612777,0.9624485075473784,0.9678296396870032,0,0.5383737444877624,0.5031118988990784
4,0.1807767152786255,0.972152441740036,0.9741260289238892,1,0.1244149395264685,0.0697270333766937
4,0.1657850071787834,0.9768353700637816,0.9780043814243636,2,0.1006666898727417,0.0797386765480041
4,0.1681443676352501,0.9754348993301392,0.9776635138603575,3,0.2914629817008972,0.0995707064867019
4,0.1547121256589889,0.9787586629390717,0.979773600964066,4,-0.0702021673321724,-0.0502786487340927
4,0.1928012669086456,0.975543975830078,0.9815831330428288,5,0.463804143667221,0.4518551230430603
4,0.1454407721757888,0.9830670356750488,0.9830985505614656,6,-0.0223518591374158,-0.1129099875688552
4,0.1422061771154403,0.9828029274940492,0.9831524596373686,7,-0.0318194861523807,-0.1361282020807266
4,0.1391462758183479,0.9840864837169648,0.9835858790661992,8,-0.0180133991874754,-0.1211742907762527
4,0.1263399049639701,0.984294295310974,0.9838544097060764,9,-0.0800128415226936,-0.2241054028272628
4,0.1274430379271507,0.984541803598404,0.9847506490557324,10,-0.1810729473829269,-0.1917149722576141
4,0.1258219629526138,0.9847822189331056,0.9848489257781752,11,-0.2726235181093216,-0.2343282997608184
4,0.1494886726140976,0.9846110343933104,0.9848339567564292,12,0.0748654649592936,-0.1094307526946067
4,0.1192969605326652,0.9856606125831604,0.9853236118890027,13,-0.2425214886665344,-0.2779451310634613
4,0.1338284462690353,0.985379159450531,0.9850900248822604,14,-0.1068012684583663,-0.1706769913434982
4,0.1201509647071361,0.9854200482368468,0.9852460877754252,15,-0.2150325834751129,-0.3001957535743713
4,0.1754127889871597,0.9849912226200104,0.985131590623065,16,-0.0948106244206428,-0.0002830743906088
4,0.1219480969011783,0.9854461848735808,0.9855483125505102,17,-0.2493041098117828,-0.2645513415336609
4,0.1252959221601486,0.985036075115204,0.9847687777715228,18,-0.1192293018102645,-0.2657005488872528
4,0.1539565473794937,0.9852084517478944,0.9852770974208565,19,-0.1847005985677242,-0.0675481259822845
4,0.1255980655550956,0.9857726097106934,0.9853956496806962,20,-0.1734946116805076,-0.2660628259181976
4,0.1321780905127525,0.9857606887817384,0.9856609014169976,21,0.0037840329110622,-0.2308047264814376
4,0.1243109591305255,0.9848443269729614,0.985517302905079,22,-0.1677463084459304,-0.2661028504371643
4,0.1195891574025154,0.9853577613830566,0.9852265278452303,23,-0.181092220544815,-0.3094998002052307
4,0.1337824985384941,0.9837067723274232,0.985253243847448,24,0.0195771314203739,-0.1773850172758102
4,0.1317558288574218,0.9834435880184174,0.9853098355742914,25,-0.1995170831680298,-0.2080438584089279
4,0.158940315246582,0.9862558841705322,0.985933964359749,26,0.0379319280385971,-0.0783362537622451
4,0.1247819624841213,0.9858396351337432,0.9857248289937324,27,-0.2495513089001178,-0.3246216475963592
4,0.1215035170316696,0.9865655899047852,0.9862825255400212,28,-0.2460142519325018,-0.3291344046592712
4,0.1219598464667797,0.9863366484642028,0.985828830573793,29,-0.3460409104824066,-0.3363730907440185
